,appTitle,userName,date,score,Category,date_ex,processed_text,wordcount,stopword,lemmatizer,stemmer,bigrams,bow,tag,future,present_simple,present_con,past
36,PayPal Mobile Cash: Send and Request Money Fast,dchap3670,"April 15, 2019",5,FINANCE,2019-04-21,quick and easy process ,4.0,"['quick', 'easy', 'process']","['quick', 'and', 'easy', 'process']",quick and easi process,"[('quick', 'and'), ('and', 'easy'), ('easy', 'process')]",quick and easy process ,"['NN', 'CC', 'JJ', 'NN']",0,0,0,0
37,SoundCloud - Music & Audio,,"February 28, 2019",5,MUSIC_AND_AUDIO,2019-03-09,i love it,3.0,['love'],"['i', 'love', 'it']",i love it,"[('i', 'love'), ('love', 'it')]",i love it,"['NN', 'VBP', 'PRP']",0,1,0,0
38,Calorie Counter - MyFitnessPal,Matthew Sleeman,"April 10, 2019",5,HEALTH_AND_FITNESS,2019-04-14,track calorie and also once diary how much you could weigh ,11.0,"['track', 'calorie', 'also', 'diary', 'much', 'could', 'weigh']","['track', 'calorie', 'and', 'also', 'once', 'diary', 'how', 'much', 'you', 'could', 'weigh']",track calori and also onc diari how much you could weigh,"[('track', 'calorie'), ('calorie', 'and'), ('and', 'also'), ('also', 'once'), ('once', 'diary'), ('diary', 'how'), ('how', 'much'), ('much', 'you'), ('you', 'could'), ('could', 'weigh')]",track calorie and also once diary how much you could weigh ,"['NN', 'NN', 'CC', 'RB', 'RB', 'JJ', 'WRB', 'RB', 'PRP', 'MD', 'VB']",1,0,0,0
39,Venmo Mobile Wallet: Send & Receive Money,yadira escalante,"April 15, 2019",5,FINANCE,2019-05-09,really good i dont have to drive to deposit money,10.0,"['really', 'good', 'dont', 'drive', 'deposit', 'money']","['really', 'good', 'i', 'dont', 'have', 'to', 'drive', 'to', 'deposit', 'money']",realli good i dont have to drive to deposit money,"[('really', 'good'), ('good', 'i'), ('i', 'dont'), ('dont', 'have'), ('have', 'to'), ('to', 'drive'), ('drive', 'to'), ('to', 'deposit'), ('deposit', 'money')]",really good i dont have to drive to deposit money,"['RB', 'JJ', 'NN', 'NNS', 'VBP', 'TO', 'VB', 'TO', 'VB', 'NN']",0,1,0,0
40,Bank of America Mobile Banking,Kkelly Floridino,"March 7, 2019",4,FINANCE,2019-03-08,love your  hate the line up of the Bill  s in bill pay now   t displayed clearly  should have left that alone ,22.0,"['love', 'hate', 'line', 'bill', 'bill', 'pay', 'displayed', 'clearly', 'left', 'alone']","['love', 'your', 'hate', 'the', 'line', 'up', 'of', 'the', 'bill', 's', 'in', 'bill', 'pay', 'now', 't', 'displayed', 'clearly', 'should', 'have', 'left', 'that', 'alone']",love your hate the line up of the bill s in bill pay now t display clearli should have left that alon,"[('love', 'your'), ('your', 'hate'), ('hate', 'the'), ('the', 'line'), ('line', 'up'), ('up', 'of'), ('of', 'the'), ('the', 'bill'), ('bill', 's'), ('s', 'in'), ('in', 'bill'), ('bill', 'pay'), ('pay', 'now'), ('now', 't'), ('t', 'displayed'), ('displayed', 'clearly'), ('clearly', 'should'), ('should', 'have'), ('have', 'left'), ('left', 'that'), ('that', 'alone')]",love your  hate the line up of the Bill  s in bill pay now   t displayed clearly  should have left that alone ,"['VB', 'PRP$', 'NN', 'DT', 'NN', 'IN', 'IN', 'DT', 'NNP', 'NN', 'IN', 'NN', 'NN', 'RB', 'VBZ', 'VBN', 'RB', 'MD', 'VB', 'VBN', 'IN', 'RB']",1,1,0,2
41,Family Locator - GPS Tracker,Jade Budiao,"March 26, 2019",1,LIFESTYLE,2019-04-14,useless  the person you need to track have to check in first where ever they are before you see their location  total useless for the purpose of ,27.0,"['useless', 'person', 'need', 'track', 'check', 'first', 'ever', 'see', 'location', 'total', 'useless', 'purpose']","['useless', 'the', 'person', 'you', 'need', 'to', 'track', 'have', 'to', 'check', 'in', 'first', 'where', 'ever', 'they', 'are', 'before', 'you', 'see', 'their', 'location', 'total', 'useless', 'for', 'the', 'purpose', 'of']",useless the person you need to track have to check in first where ever they are befor you see their locat total useless for the purpos of,"[('useless', 'the'), ('the', 'person'), ('person', 'you'), ('you', 'need'), ('need', 'to'), ('to', 'track'), ('track', 'have'), ('have', 'to'), ('to', 'check'), ('check', 'in'), ('in', 'first'), ('first', 'where'), ('where', 'ever'), ('ever', 'they'), ('they', 'are'), ('are', 'before'), ('before', 'you'), ('you', 'see'), ('see', 'their'), ('their', 'location'), ('location', 'total'), ('total', 'useless'), ('useless', 'for'), ('for', 'the'), ('the', 'purpose'), ('purpose', 'of')]",useless  the person you need to track have to check in first where ever they are before you see their location  total useless for the purpose of ,"['IN', 'DT', 'NN', 'PRP', 'VBP', 'TO', 'VB', 'VB', 'TO', 'VB', 'IN', 'JJ', 'WRB', 'RB', 'PRP', 'VBP', 'IN', 'PRP', 'VBP', 'PRP$', 'NN', 'JJ', 'NN', 'IN', 'DT', 'NN', 'IN']",0,3,0,0
42,TurboTax Tax Return App – Max Refund Guaranteed,Mavitel Mata,"February 6, 2019",1,FINANCE,2019-04-07,I tried filing this year turbo tax  But I was because I  t know my from 2017  They me to the and they ask me to verify my identity with a loan or a credit card number which I don  t have  so now I just hope they don  t charge me especially after all that extra work I had to do instead of going to get them done ,69.0,"['tried', 'filing', 'year', 'turbo', 'tax', 'know', '2017', 'ask', 'verify', 'identity', 'loan', 'credit', 'card', 'number', 'hope', 'charge', 'especially', 'extra', 'work', 'instead', 'going', 'get', 'done']","['i', 'tried', 'filing', 'this', 'year', 'turbo', 'tax', 'but', 'i', 'wa', 'because', 'i', 't', 'know', 'my', 'from', '2017', 'they', 'me', 'to', 'the', 'and', 'they', 'ask', 'me', 'to', 'verify', 'my', 'identity', 'with', 'a', 'loan', 'or', 'a', 'credit', 'card', 'number', 'which', 'i', 'don', 't', 'have', 'so', 'now', 'i', 'just', 'hope', 'they', 'don', 't', 'charge', 'me', 'especially', 'after', 'all', 'that', 'extra', 'work', 'i', 'had', 'to', 'do', 'instead', 'of', 'going', 'to', 'get', 'them', 'done']",i tri file thi year turbo tax but i wa becaus i t know my from 2017 they me to the and they ask me to verifi my ident with a loan or a credit card number which i don t have so now i just hope they don t charg me especi after all that extra work i had to do instead of go to get them done,"[('i', 'tried'), ('tried', 'filing'), ('filing', 'this'), ('this', 'year'), ('year', 'turbo'), ('turbo', 'tax'), ('tax', 'but'), ('but', 'i'), ('i', 'was'), ('was', 'because'), ('because', 'i'), ('i', 't'), ('t', 'know'), ('know', 'my'), ('my', 'from'), ('from', '2017'), ('2017', 'they'), ('they', 'me'), ('me', 'to'), ('to', 'the'), ('the', 'and'), ('and', 'they'), ('they', 'ask'), ('ask', 'me'), ('me', 'to'), ('to', 'verify'), ('verify', 'my'), ('my', 'identity'), ('identity', 'with'), ('with', 'a'), ('a', 'loan'), ('loan', 'or'), ('or', 'a'), ('a', 'credit'), ('credit', 'card'), ('card', 'number'), ('number', 'which'), ('which', 'i'), ('i', 'don'), ('don', 't'), ('t', 'have'), ('have', 'so'), ('so', 'now'), ('now', 'i'), ('i', 'just'), ('just', 'hope'), ('hope', 'they'), ('they', 'don'), ('don', 't'), ('t', 'charge'), ('charge', 'me'), ('me', 'especially'), ('especially', 'after'), ('after', 'all'), ('all', 'that'), ('that', 'extra'), ('extra', 'work'), ('work', 'i'), ('i', 'had'), ('had', 'to'), ('to', 'do'), ('do', 'instead'), ('instead', 'of'), ('of', 'going'), ('going', 'to'), ('to', 'get'), ('get', 'them'), ('them', 'done')]",I tried filing this year turbo tax  But I was because I  t know my from 2017  They me to the and they ask me to verify my identity with a loan or a credit card number which I don  t have  so now I just hope they don  t charge me especially after all that extra work I had to do instead of going to get them done ,"['PRP', 'VBD', 'VBG', 'DT', 'NN', 'VBZ', 'NN', 'CC', 'PRP', 'VBD', 'IN', 'PRP', 'VBP', 'VB', 'PRP$', 'IN', 'CD', 'PRP', 'PRP', 'TO', 'DT', 'CC', 'PRP', 'VBP', 'PRP', 'TO', 'VB', 'PRP$', 'NN', 'IN', 'DT', 'NN', 'CC', 'DT', 'NN', 'NN', 'NN', 'WDT', 'PRP', 'VBP', 'NNS', 'VBP', 'RB', 'RB', 'PRP', 'RB', 'VBP', 'PRP', 'VBP', 'JJ', 'NN', 'PRP', 'RB', 'IN', 'PDT', 'DT', 'JJ', 'NN', 'PRP', 'VBD', 'TO', 'VB', 'RB', 'IN', 'VBG', 'TO', 'VB', 'PRP', 'VBN']",0,9,0,4
43,Ms.Sibyl - See Future Me,A Google User,"March 31, 2019",1,LIFESTYLE,2019-05-09,everything is expensive not paying for this,7.0,"['everything', 'expensive', 'paying']","['everything', 'is', 'expensive', 'not', 'paying', 'for', 'this']",everyth is expens not pay for thi,"[('everything', 'is'), ('is', 'expensive'), ('expensive', 'not'), ('not', 'paying'), ('paying', 'for'), ('for', 'this')]",everything is expensive not paying for this,"['NN', 'VBZ', 'JJ', 'RB', 'VBG', 'IN', 'DT']",0,2,0,0
44,Fresh EBT - Food Stamp Balance,V Stewart,"February 15, 2019",3,FINANCE,2019-03-24,I  not had any that have in the  So far so good  Easy to use ,15.0,"['far', 'good', 'easy', 'use']","['i', 'not', 'had', 'any', 'that', 'have', 'in', 'the', 'so', 'far', 'so', 'good', 'easy', 'to', 'use']",i not had ani that have in the so far so good easi to use,"[('i', 'not'), ('not', 'had'), ('had', 'any'), ('any', 'that'), ('that', 'have'), ('have', 'in'), ('in', 'the'), ('the', 'so'), ('so', 'far'), ('far', 'so'), ('so', 'good'), ('good', 'easy'), ('easy', 'to'), ('to', 'use')]",I  not had any that have in the  So far so good  Easy to use ,"['PRP', 'RB', 'VBD', 'DT', 'WDT', 'VBP', 'IN', 'DT', 'NNP', 'RB', 'RB', 'JJ', 'NNP', 'TO', 'VB']",0,1,0,1
45,WildCraft: Animal Sim Online 3D,Sue,"February 3, 2019",5,FAMILY,2019-04-14,a very good game the are so cute i rate it five ,12.0,"['good', 'game', 'cute', 'rate', 'five']","['a', 'very', 'good', 'game', 'the', 'are', 'so', 'cute', 'i', 'rate', 'it', 'five']",a veri good game the are so cute i rate it five,"[('a', 'very'), ('very', 'good'), ('good', 'game'), ('game', 'the'), ('the', 'are'), ('are', 'so'), ('so', 'cute'), ('cute', 'i'), ('i', 'rate'), ('rate', 'it'), ('it', 'five')]",a very good game the are so cute i rate it five ,"['DT', 'RB', 'JJ', 'NN', 'DT', 'VBP', 'IN', 'JJ', 'NN', 'NN', 'PRP', 'CD']",0,1,0,0
46,"iHeartRadio - Free Music, Radio & Podcasts",Christina Wooff,"March 27, 2019",5,MUSIC_AND_AUDIO,2019-04-21,I like listening to the local radio on here  Really good ,11.0,"['like', 'listening', 'local', 'radio', 'really', 'good']","['i', 'like', 'listening', 'to', 'the', 'local', 'radio', 'on', 'here', 'really', 'good']",i like listen to the local radio on here realli good,"[('i', 'like'), ('like', 'listening'), ('listening', 'to'), ('to', 'the'), ('the', 'local'), ('local', 'radio'), ('radio', 'on'), ('on', 'here'), ('here', 'really'), ('really', 'good')]",I like listening to the local radio on here  Really good ,"['PRP', 'VBP', 'VBG', 'TO', 'DT', 'JJ', 'NN', 'IN', 'RB', 'RB', 'JJ']",0,2,0,0
47,"Hulu: Stream TV, Movies & more",ryb gamer,"March 15, 2019",5,ENTERTAINMENT,2019-04-14,This is just a question  If you delete your hulu and it later it  t put your account back and i forgot my password but when you and it is your payment for each month be or will it stay cause please tell me it if it doesnt tell me a way to cancel the member ship,57.0,"['question', 'delete', 'hulu', 'later', 'put', 'account', 'back', 'forgot', 'password', 'payment', 'month', 'stay', 'cause', 'please', 'tell', 'doesnt', 'tell', 'way', 'cancel', 'member', 'ship']","['this', 'is', 'just', 'a', 'question', 'if', 'you', 'delete', 'your', 'hulu', 'and', 'it', 'later', 'it', 't', 'put', 'your', 'account', 'back', 'and', 'i', 'forgot', 'my', 'password', 'but', 'when', 'you', 'and', 'it', 'is', 'your', 'payment', 'for', 'each', 'month', 'be', 'or', 'will', 'it', 'stay', 'cause', 'please', 'tell', 'me', 'it', 'if', 'it', 'doesnt', 'tell', 'me', 'a', 'way', 'to', 'cancel', 'the', 'member', 'ship']",thi is just a question if you delet your hulu and it later it t put your account back and i forgot my password but when you and it is your payment for each month be or will it stay caus pleas tell me it if it doesnt tell me a way to cancel the member ship,"[('this', 'is'), ('is', 'just'), ('just', 'a'), ('a', 'question'), ('question', 'if'), ('if', 'you'), ('you', 'delete'), ('delete', 'your'), ('your', 'hulu'), ('hulu', 'and'), ('and', 'it'), ('it', 'later'), ('later', 'it'), ('it', 't'), ('t', 'put'), ('put', 'your'), ('your', 'account'), ('account', 'back'), ('back', 'and'), ('and', 'i'), ('i', 'forgot'), ('forgot', 'my'), ('my', 'password'), ('password', 'but'), ('but', 'when'), ('when', 'you'), ('you', 'and'), ('and', 'it'), ('it', 'is'), ('is', 'your'), ('your', 'payment'), ('payment', 'for'), ('for', 'each'), ('each', 'month'), ('month', 'be'), ('be', 'or'), ('or', 'will'), ('will', 'it'), ('it', 'stay'), ('stay', 'cause'), ('cause', 'please'), ('please', 'tell'), ('tell', 'me'), ('me', 'it'), ('it', 'if'), ('if', 'it'), ('it', 'doesnt'), ('doesnt', 'tell'), ('tell', 'me'), ('me', 'a'), ('a', 'way'), ('way', 'to'), ('to', 'cancel'), ('cancel', 'the'), ('the', 'member'), ('member', 'ship')]",This is just a question  If you delete your hulu and it later it  t put your account back and i forgot my password but when you and it is your payment for each month be or will it stay cause please tell me it if it doesnt tell me a way to cancel the member ship,"['DT', 'VBZ', 'RB', 'DT', 'NN', 'IN', 'PRP', 'VBP', 'PRP$', 'NN', 'CC', 'PRP', 'RB', 'PRP', 'VBZ', 'VB', 'PRP$', 'NN', 'RB', 'CC', 'NN', 'VBP', 'PRP$', 'NN', 'CC', 'WRB', 'PRP', 'CC', 'PRP', 'VBZ', 'PRP$', 'NN', 'IN', 'DT', 'NN', 'VB', 'CC', 'MD', 'PRP', 'VB', 'RB', 'NN', 'VB', 'PRP', 'PRP', 'IN', 'PRP', 'VBZ', 'VB', 'PRP', 'DT', 'NN', 'TO', 'VB', 'DT', 'NN', 'NN']",1,6,0,0
48,Free Music Player – Online & Offline MP3 Player,A Google User,"March 11, 2019",3,MUSIC_AND_AUDIO,2019-04-01,i like it but way to much that the pause my music,12.0,"['like', 'way', 'much', 'pause', 'music']","['i', 'like', 'it', 'but', 'way', 'to', 'much', 'that', 'the', 'pause', 'my', 'music']",i like it but way to much that the paus my music,"[('i', 'like'), ('like', 'it'), ('it', 'but'), ('but', 'way'), ('way', 'to'), ('to', 'much'), ('much', 'that'), ('that', 'the'), ('the', 'pause'), ('pause', 'my'), ('my', 'music')]",i like it but way to much that the pause my music,"['NN', 'IN', 'PRP', 'CC', 'NN', 'TO', 'VB', 'IN', 'DT', 'NN', 'PRP$', 'NN']",0,0,0,0
49,"Pixel Art: Color by Number, Pixel Color",Adrian Trujillo,"October 4, 2018",3,ENTERTAINMENT,2019-04-01,It is a fun game ,5.0,"['fun', 'game']","['it', 'is', 'a', 'fun', 'game']",it is a fun game,"[('it', 'is'), ('is', 'a'), ('a', 'fun'), ('fun', 'game')]",It is a fun game ,"['PRP', 'VBZ', 'DT', 'JJ', 'NN']",0,1,0,0
50,DisneyNOW – Episodes & Live TV,Holly Forman,"March 3, 2019",3,FAMILY,2019-04-01,I like it but it is actually sad cause if you don  t have a provider then most of your are locked   and most of the are hard so change that thanks ,32.0,"['like', 'actually', 'sad', 'cause', 'provider', 'locked', 'hard', 'change', 'thanks']","['i', 'like', 'it', 'but', 'it', 'is', 'actually', 'sad', 'cause', 'if', 'you', 'don', 't', 'have', 'a', 'provider', 'then', 'most', 'of', 'your', 'are', 'locked', 'and', 'most', 'of', 'the', 'are', 'hard', 'so', 'change', 'that', 'thanks']",i like it but it is actual sad caus if you don t have a provid then most of your are lock and most of the are hard so chang that thank,"[('i', 'like'), ('like', 'it'), ('it', 'but'), ('but', 'it'), ('it', 'is'), ('is', 'actually'), ('actually', 'sad'), ('sad', 'cause'), ('cause', 'if'), ('if', 'you'), ('you', 'don'), ('don', 't'), ('t', 'have'), ('have', 'a'), ('a', 'provider'), ('provider', 'then'), ('then', 'most'), ('most', 'of'), ('of', 'your'), ('your', 'are'), ('are', 'locked'), ('locked', 'and'), ('and', 'most'), ('most', 'of'), ('of', 'the'), ('the', 'are'), ('are', 'hard'), ('hard', 'so'), ('so', 'change'), ('change', 'that'), ('that', 'thanks')]",I like it but it is actually sad cause if you don  t have a provider then most of your are locked   and most of the are hard so change that thanks ,"['PRP', 'VBP', 'PRP', 'CC', 'PRP', 'VBZ', 'RB', 'JJ', 'NN', 'IN', 'PRP', 'VBP', 'NNS', 'VBP', 'DT', 'NN', 'RB', 'JJS', 'IN', 'PRP$', 'VBP', 'VBN', 'CC', 'JJS', 'IN', 'DT', 'VBP', 'JJ', 'IN', 'NN', 'IN', 'NNS']",0,6,0,1
51,Drum Pad Machine - Make Beats,A Google User,"March 18, 2019",5,MUSIC_AND_AUDIO,2019-04-14,I like it can make own music,7.0,"['like', 'make', 'music']","['i', 'like', 'it', 'can', 'make', 'own', 'music']",i like it can make own music,"[('i', 'like'), ('like', 'it'), ('it', 'can'), ('can', 'make'), ('make', 'own'), ('own', 'music')]",I like it can make own music,"['PRP', 'VBP', 'PRP', 'MD', 'VB', 'JJ', 'NN']",1,1,0,0
52,Headspace: Meditation & Sleep,Mahesh T,"January 29, 2019",5,HEALTH_AND_FITNESS,2019-04-21,this is awesome  very easy and  and world class support  delighted,11.0,"['awesome', 'easy', 'world', 'class', 'support', 'delighted']","['this', 'is', 'awesome', 'very', 'easy', 'and', 'and', 'world', 'class', 'support', 'delighted']",thi is awesom veri easi and and world class support delight,"[('this', 'is'), ('is', 'awesome'), ('awesome', 'very'), ('very', 'easy'), ('easy', 'and'), ('and', 'and'), ('and', 'world'), ('world', 'class'), ('class', 'support'), ('support', 'delighted')]",this is awesome  very easy and  and world class support  delighted,"['DT', 'VBZ', 'JJ', 'RB', 'JJ', 'CC', 'CC', 'NN', 'NN', 'NN', 'VBD']",0,1,0,1
53,Zelle,Val Finn,"August 1, 2018",5,FINANCE,2019-04-21,This is a life saver  Very convenient ,7.0,"['life', 'saver', 'convenient']","['this', 'is', 'a', 'life', 'saver', 'very', 'convenient']",thi is a life saver veri conveni,"[('this', 'is'), ('is', 'a'), ('a', 'life'), ('life', 'saver'), ('saver', 'very'), ('very', 'convenient')]",This is a life saver  Very convenient ,"['DT', 'VBZ', 'DT', 'NN', 'RB', 'NNP', 'NN']",0,1,0,0
54,Tinder,sathish kumar,"April 4, 2019",1,LIFESTYLE,2019-04-14,worst don  t waste your time,6.0,"['worst', 'waste', 'time']","['worst', 'don', 't', 'waste', 'your', 'time']",worst don t wast your time,"[('worst', 'don'), ('don', 't'), ('t', 'waste'), ('waste', 'your'), ('your', 'time')]",worst don  t waste your time,"['JJS', 'NN', 'JJ', 'IN', 'PRP$', 'NN']",0,0,0,0
55,Apple Music,Marvin Ling,"March 16, 2019",3,MUSIC_AND_AUDIO,2019-04-14,The is great but please fix playback  if phone screen is locked the music will stop after 5  10 or so  no such problem ,24.0,"['great', 'please', 'fix', 'playback', 'phone', 'screen', 'locked', 'music', 'stop', '5', '10', 'problem']","['the', 'is', 'great', 'but', 'please', 'fix', 'playback', 'if', 'phone', 'screen', 'is', 'locked', 'the', 'music', 'will', 'stop', 'after', '5', '10', 'or', 'so', 'no', 'such', 'problem']",the is great but pleas fix playback if phone screen is lock the music will stop after 5 10 or so no such problem,"[('the', 'is'), ('is', 'great'), ('great', 'but'), ('but', 'please'), ('please', 'fix'), ('fix', 'playback'), ('playback', 'if'), ('if', 'phone'), ('phone', 'screen'), ('screen', 'is'), ('is', 'locked'), ('locked', 'the'), ('the', 'music'), ('music', 'will'), ('will', 'stop'), ('stop', 'after'), ('after', '5'), ('5', '10'), ('10', 'or'), ('or', 'so'), ('so', 'no'), ('no', 'such'), ('such', 'problem')]",The is great but please fix playback  if phone screen is locked the music will stop after 5  10 or so  no such problem ,"['DT', 'VBZ', 'JJ', 'CC', 'JJ', 'JJ', 'NN', 'IN', 'NN', 'NN', 'VBZ', 'VBN', 'DT', 'NN', 'MD', 'VB', 'IN', 'CD', 'CD', 'CC', 'RB', 'DT', 'JJ', 'NN']",1,2,0,1
56,,krishnasai badam,"April 22, 2019",4,GAME_ACTION,2019-05-01,It is quite to play at starting and but after more than 20 u will easily get,17.0,"['quite', 'play', 'starting', '20', 'u', 'easily', 'get']","['it', 'is', 'quite', 'to', 'play', 'at', 'starting', 'and', 'but', 'after', 'more', 'than', '20', 'u', 'will', 'easily', 'get']",it is quit to play at start and but after more than 20 u will easili get,"[('it', 'is'), ('is', 'quite'), ('quite', 'to'), ('to', 'play'), ('play', 'at'), ('at', 'starting'), ('starting', 'and'), ('and', 'but'), ('but', 'after'), ('after', 'more'), ('more', 'than'), ('than', '20'), ('20', 'u'), ('u', 'will'), ('will', 'easily'), ('easily', 'get')]",It is quite to play at starting and but after more than 20 u will easily get,"['PRP', 'VBZ', 'RB', 'TO', 'VB', 'IN', 'VBG', 'CC', 'CC', 'IN', 'JJR', 'IN', 'CD', 'NNS', 'MD', 'RB', 'VB']",1,2,0,0
